Unnamed: 0,COURSE,UPC Code and Acronyms,Municipality_Course,Postal Code Course,Total Course
1141,22-23,230 ETSETB,Hospitalet,8023.0,1.0
1142,22-23,230 ETSETB,Hospitalet,8460.0,1.0
1143,22-23,230 ETSETB,Hospitalet,8901.0,11.0
1144,22-23,230 ETSETB,Hospitalet,8902.0,17.0
1145,22-23,230 ETSETB,Hospitalet,8903.0,10.0
1146,22-23,230 ETSETB,Hospitalet,8904.0,7.0
1147,22-23,230 ETSETB,Hospitalet,8905.0,3.0
1148,22-23,230 ETSETB,Hospitalet,8906.0,10.0
1149,22-23,230 ETSETB,Hospitalet,8907.0,2.0
1150,22-23,230 ETSETB,Hospitalet,8908.0,1.0
1151,22-23,230 ETSETB,Huelva,21001.0,1.0
1152,22-23,230 ETSETB,Igualada,8700.0,12.0
1153,22-23,230 ETSETB,Irun,20303.0,1.0
1154,22-23,230 ETSETB,Jafre,17143.0,1.0
1155,22-23,230 ETSETB,Juneda,25430.0,1.0
1156,22-23,230 ETSETB,La Canonja,43110.0,1.0
1157,22-23,230 ETSETB,La Llagost,8120.0,2.0
1158,22-23,230 ETSETB,La Palma d,8756.0,1.0
1159,22-23,230 ETSETB,La Pobla d,43140.0,1.0
1160,22-23,230 ETSETB,La Rambla,14540.0,1.0
1161,22-23,230 ETSETB,La Roca de,8430.0,2.0
1162,22-23,230 ETSETB,La Torre d,8789.0,2.0
1163,22-23,230 ETSETB,Limpias,39820.0,1.0
1164,22-23,230 ETSETB,Lleida,25003.0,1.0
1165,22-23,230 ETSETB,Lliçà d'Am,8186.0,1.0
1166,22-23,230 ETSETB,Llinars de,8450.0,1.0
1167,22-23,230 ETSETB,Malgrat de,8380.0,1.0
1168,22-23,230 ETSETB,Manresa,8241.0,4.0
1169,22-23,230 ETSETB,Manresa,8242.0,4.0
1170,22-23,230 ETSETB,Manresa,8243.0,4.0
1171,22-23,230 ETSETB,Martorell,8760.0,8.0
1172,22-23,230 ETSETB,Martorelle,8107.0,2.0
1173,22-23,230 ETSETB,Masquefa,8783.0,2.0
1174,22-23,230 ETSETB,Matadepera,8032.0,1.0
1175,22-23,230 ETSETB,Matadepera,8230.0,2.0
1176,22-23,230 ETSETB,Mataró,8023.0,1.0
1177,22-23,230 ETSETB,Mataró,8301.0,2.0
1178,22-23,230 ETSETB,Mataró,8302.0,5.0
1179,22-23,230 ETSETB,Mataró,8303.0,2.0
1180,22-23,230 ETSETB,Mataró,8304.0,4.0
1181,22-23,230 ETSETB,Molins de ,8750.0,5.0
1182,22-23,230 ETSETB,Mollet del,8100.0,14.0
1183,22-23,230 ETSETB,Montblanc,43400.0,1.0
1184,22-23,230 ETSETB,Montcada i,8110.0,5.0
1185,22-23,230 ETSETB,Montgat,8390.0,1.0
1186,22-23,230 ETSETB,Olesa de M,8640.0,3.0
1187,22-23,230 ETSETB,Oliana,25790.0,1.0
1188,22-23,230 ETSETB,Oliva,46780.0,1.0
1189,22-23,230 ETSETB,Olivella,8818.0,1.0
1190,22-23,230 ETSETB,Olot,17800.0,3.0
1191,22-23,230 ETSETB,Palafolls,8389.0,1.0
1192,22-23,230 ETSETB,Palamós,17230.0,1.0
1193,22-23,230 ETSETB,Pals,17256.0,1.0
1194,22-23,230 ETSETB,Pamplona,31008.0,1.0
1195,22-23,230 ETSETB,Parets del,8150.0,6.0
1196,22-23,230 ETSETB,Piera,8784.0,1.0
1197,22-23,230 ETSETB,Pineda de ,8397.0,1.0
1198,22-23,230 ETSETB,Porqueres,17834.0,1.0
1199,22-23,230 ETSETB,Portbou,17497.0,1.0
1200,22-23,230 ETSETB,Premià de ,8330.0,1.0
1201,22-23,230 ETSETB,Premià de ,8338.0,2.0
1202,22-23,230 ETSETB,Puigcerdà,17520.0,2.0
1203,22-23,230 ETSETB,Puigdàlber,8202.0,1.0
1204,22-23,230 ETSETB,Reus,43202.0,1.0
1205,22-23,230 ETSETB,Reus,43203.0,1.0
1206,22-23,230 ETSETB,Reus,43205.0,1.0
1207,22-23,230 ETSETB,Reus,43206.0,1.0
1208,22-23,230 ETSETB,Ribes de F,17534.0,1.0
1209,22-23,230 ETSETB,Ripoll,17500.0,1.0
1210,22-23,230 ETSETB,Ripollet,8291.0,6.0
1211,22-23,230 ETSETB,Riudoms,43330.0,1.0
1212,22-23,230 ETSETB,Rodonyà,43812.0,1.0
1213,22-23,230 ETSETB,Roquetes,43520.0,1.0
1214,22-23,230 ETSETB,Rubí,8191.0,3.0
1215,22-23,230 ETSETB,Sabadell,8201.0,5.0
1216,22-23,230 ETSETB,Sabadell,8202.0,3.0
1217,22-23,230 ETSETB,Sabadell,8203.0,3.0
1218,22-23,230 ETSETB,Sabadell,8204.0,2.0
1219,22-23,230 ETSETB,Sabadell,8205.0,4.0
1220,22-23,230 ETSETB,Sabadell,8206.0,7.0
1221,22-23,230 ETSETB,Sabadell,8207.0,1.0
1222,22-23,230 ETSETB,Sabadell,8208.0,4.0
1223,22-23,230 ETSETB,Sant Adrià,8930.0,5.0
1224,22-23,230 ETSETB,Sant Andre,8392.0,4.0
1225,22-23,230 ETSETB,Sant Andre,8740.0,10.0
1226,22-23,230 ETSETB,Sant Anton,8459.0,1.0
1227,22-23,230 ETSETB,Sant Boi d,8830.0,12.0
1228,22-23,230 ETSETB,Sant Celon,8470.0,1.0
1229,22-23,230 ETSETB,Sant Clime,8849.0,1.0
1230,22-23,230 ETSETB,Sant Cugat,1873.0,1.0
1231,22-23,230 ETSETB,Sant Cugat,8172.0,16.0
1232,22-23,230 ETSETB,Sant Cugat,8173.0,19.0
1233,22-23,230 ETSETB,Sant Cugat,8174.0,2.0
1234,22-23,230 ETSETB,Sant Cugat,8190.0,1.0
1235,22-23,230 ETSETB,Sant Cugat,8191.0,1.0
1236,22-23,230 ETSETB,Sant Cugat,8195.0,16.0
1237,22-23,230 ETSETB,Sant Cugat,8197.0,5.0
1238,22-23,230 ETSETB,Sant Cugat,8198.0,2.0
1239,22-23,230 ETSETB,Sant Estev,8013.0,1.0
1240,22-23,230 ETSETB,Sant Estev,8635.0,2.0
1241,22-23,230 ETSETB,Sant Feliu,8980.0,18.0
1242,22-23,230 ETSETB,Sant Feliu,17220.0,1.0
1243,22-23,230 ETSETB,Sant Fruit,8272.0,1.0
1244,22-23,230 ETSETB,Sant Joan ,8907.0,1.0
1245,22-23,230 ETSETB,Sant Joan ,8970.0,16.0
1246,22-23,230 ETSETB,Sant Joan ,17857.0,2.0
1247,22-23,230 ETSETB,Sant Just ,8960.0,14.0
1248,22-23,230 ETSETB,Sant Llore,8791.0,1.0
1249,22-23,230 ETSETB,Sant Martí,8712.0,1.0
1250,22-23,230 ETSETB,Sant Pere ,8776.0,1.0
1251,22-23,230 ETSETB,Sant Pere ,8810.0,2.0
1252,22-23,230 ETSETB,Sant Pol d,8395.0,1.0
1253,22-23,230 ETSETB,Sant Quirz,8192.0,5.0
1254,22-23,230 ETSETB,Sant Sadur,8770.0,5.0
1255,22-23,230 ETSETB,Sant Salva,8253.0,1.0
1256,22-23,230 ETSETB,Sant Vicen,8295.0,2.0
1257,22-23,230 ETSETB,Sant Vicen,8620.0,6.0
1258,22-23,230 ETSETB,Santa Colo,8690.0,2.0
1259,22-23,230 ETSETB,Santa Colo,8921.0,4.0
1260,22-23,230 ETSETB,Santa Colo,8922.0,1.0
1261,22-23,230 ETSETB,Santa Colo,8923.0,5.0
1262,22-23,230 ETSETB,Santa Colo,8924.0,4.0
1263,22-23,230 ETSETB,Santa Colo,43420.0,1.0
1264,22-23,230 ETSETB,Santa Eulà,8187.0,1.0
1265,22-23,230 ETSETB,Santa Marg,8710.0,1.0
1266,22-23,230 ETSETB,Santa Marg,8730.0,1.0
1267,22-23,230 ETSETB,Santa Perp,8130.0,3.0
1268,22-23,230 ETSETB,Santpedor,8251.0,4.0
1269,22-23,230 ETSETB,Sense Info,99999.0,13.0
1270,22-23,230 ETSETB,Sitges,8860.0,2.0
1271,22-23,230 ETSETB,Sitges,8870.0,4.0
1272,22-23,230 ETSETB,Subirats,8770.0,1.0
1273,22-23,230 ETSETB,Súria,8260.0,1.0
1274,22-23,230 ETSETB,Taradell,8552.0,2.0
1275,22-23,230 ETSETB,Tarragona,43005.0,1.0
1276,22-23,230 ETSETB,Tarragona,43006.0,1.0
1277,22-23,230 ETSETB,Tarragona,43008.0,1.0
1278,22-23,230 ETSETB,Tarragona,43110.0,1.0
1279,22-23,230 ETSETB,Tavertet,8006.0,1.0
1280,22-23,230 ETSETB,Teià,8329.0,1.0
1281,22-23,230 ETSETB,Terrassa,8221.0,5.0
1282,22-23,230 ETSETB,Terrassa,8222.0,6.0
1283,22-23,230 ETSETB,Terrassa,8223.0,1.0
1284,22-23,230 ETSETB,Terrassa,8224.0,5.0
1285,22-23,230 ETSETB,Terrassa,8225.0,4.0
1286,22-23,230 ETSETB,Terrassa,8226.0,3.0
1287,22-23,230 ETSETB,Terrassa,8227.0,1.0
1288,22-23,230 ETSETB,Terrassa,8228.0,2.0
1289,22-23,230 ETSETB,Tiana,8391.0,3.0
1290,22-23,230 ETSETB,Tordera,8490.0,2.0
1291,22-23,230 ETSETB,Torelló,8570.0,1.0
1292,22-23,230 ETSETB,Torredemba,43830.0,2.0
1293,22-23,230 ETSETB,Torrelavit,8775.0,1.0
1294,22-23,230 ETSETB,Torrelles ,8629.0,1.0
1295,22-23,230 ETSETB,Vacarisses,8233.0,1.0
1296,22-23,230 ETSETB,Valencia,46010.0,1.0
1297,22-23,230 ETSETB,Vallirana,8759.0,4.0
1298,22-23,230 ETSETB,Vall-llobr,17253.0,1.0
1299,22-23,230 ETSETB,Valls,43800.0,3.0
1300,22-23,230 ETSETB,Vic,8500.0,4.0
1301,22-23,230 ETSETB,Viladecans,8840.0,12.0
1302,22-23,230 ETSETB,Viladecava,8232.0,3.0
1303,22-23,230 ETSETB,Vilafranca,8720.0,15.0
1304,22-23,230 ETSETB,Vilafranca,17230.0,1.0
1305,22-23,230 ETSETB,Vilanova d,8410.0,1.0
1306,22-23,230 ETSETB,Vilanova d,8788.0,1.0
1307,22-23,230 ETSETB,Vilanova d,36620.0,1.0
1308,22-23,230 ETSETB,Vilanova i,8800.0,10.0
1309,22-23,230 ETSETB,Vila-real,12540.0,1.0
1310,22-23,230 ETSETB,Vila-seca,43480.0,1.0
1311,22-23,230 ETSETB,Vilassar d,8339.0,4.0
1312,22-23,230 ETSETB,Vilassar d,8340.0,2.0
1313,22-23,230 ETSETB,Vinaròs,12500.0,1.0
1314,22-23,240 ETSEIB,Abrera,8630.0,3.0
1315,22-23,240 ETSEIB,Alella,8328.0,3.0
1316,22-23,240 ETSEIB,Almoster,43393.0,2.0
1317,22-23,240 ETSEIB,Altafulla,43893.0,3.0
1318,22-23,240 ETSEIB,Ametlla de,8023.0,2.0
1319,22-23,240 ETSEIB,Ametlla de,8480.0,6.0
1320,22-23,240 ETSEIB,Amposta,43870.0,2.0
1321,22-23,240 ETSEIB,Andoain,20140.0,1.0
1322,22-23,240 ETSEIB,Arenys de ,8350.0,4.0
1323,22-23,240 ETSEIB,Argentona,8310.0,7.0
1324,22-23,240 ETSEIB,Avinyó,8279.0,2.0
1325,22-23,240 ETSEIB,Avinyonet ,17742.0,1.0
1326,22-23,240 ETSEIB,Badalona,8034.0,1.0
1327,22-23,240 ETSEIB,Badalona,8911.0,13.0
1328,22-23,240 ETSEIB,Badalona,8912.0,13.0
1329,22-23,240 ETSEIB,Badalona,8913.0,4.0
1330,22-23,240 ETSEIB,Badalona,8914.0,1.0
1331,22-23,240 ETSEIB,Badalona,8915.0,1.0
1332,22-23,240 ETSEIB,Badalona,8916.0,1.0
1333,22-23,240 ETSEIB,Badalona,8917.0,13.0
1334,22-23,240 ETSEIB,Badalona,8918.0,5.0
1335,22-23,240 ETSEIB,Bagà,8695.0,1.0
1336,22-23,240 ETSEIB,Balaguer,8028.0,1.0
1337,22-23,240 ETSEIB,Balaguer,25600.0,1.0
1338,22-23,240 ETSEIB,Balenyà,8550.0,1.0
1339,22-23,240 ETSEIB,Barbastro,22300.0,1.0
1340,22-23,240 ETSEIB,Barberà de,8210.0,1.0
1341,22-23,240 ETSEIB,Barcelona,7181.0,1.0
1342,22-23,240 ETSEIB,Barcelona,8001.0,17.0
1343,22-23,240 ETSEIB,Barcelona,8002.0,14.0
1344,22-23,240 ETSEIB,Barcelona,8003.0,10.0
1345,22-23,240 ETSEIB,Barcelona,8004.0,23.0
1346,22-23,240 ETSEIB,Barcelona,8005.0,40.0
1347,22-23,240 ETSEIB,Barcelona,8006.0,75.0
1348,22-23,240 ETSEIB,Barcelona,8007.0,8.0
1349,22-23,240 ETSEIB,Barcelona,8008.0,16.0
1350,22-23,240 ETSEIB,Barcelona,8009.0,14.0
1351,22-23,240 ETSEIB,Barcelona,8010.0,13.0
1352,22-23,240 ETSEIB,Barcelona,8011.0,30.0
1353,22-23,240 ETSEIB,Barcelona,8012.0,28.0
1354,22-23,240 ETSEIB,Barcelona,8013.0,43.0
1355,22-23,240 ETSEIB,Barcelona,8014.0,47.0
1356,22-23,240 ETSEIB,Barcelona,8015.0,67.0
1357,22-23,240 ETSEIB,Barcelona,8016.0,15.0
1358,22-23,240 ETSEIB,Barcelona,8017.0,153.0
1359,22-23,240 ETSEIB,Barcelona,8018.0,25.0
1360,22-23,240 ETSEIB,Barcelona,8019.0,21.0
1361,22-23,240 ETSEIB,Barcelona,8020.0,10.0
1362,22-23,240 ETSEIB,Barcelona,8021.0,88.0
1363,22-23,240 ETSEIB,Barcelona,8022.0,117.0
1364,22-23,240 ETSEIB,Barcelona,8023.0,76.0
1365,22-23,240 ETSEIB,Barcelona,8024.0,39.0
1366,22-23,240 ETSEIB,Barcelona,8025.0,40.0
1367,22-23,240 ETSEIB,Barcelona,8026.0,28.0
1368,22-23,240 ETSEIB,Barcelona,8027.0,24.0
1369,22-23,240 ETSEIB,Barcelona,8028.0,243.0
1370,22-23,240 ETSEIB,Barcelona,8029.0,108.0
1371,22-23,240 ETSEIB,Barcelona,8030.0,29.0
1372,22-23,240 ETSEIB,Barcelona,8031.0,28.0
1373,22-23,240 ETSEIB,Barcelona,8032.0,22.0
1374,22-23,240 ETSEIB,Barcelona,8034.0,147.0
1375,22-23,240 ETSEIB,Barcelona,8035.0,20.0
1376,22-23,240 ETSEIB,Barcelona,8036.0,50.0
1377,22-23,240 ETSEIB,Barcelona,8037.0,23.0
1378,22-23,240 ETSEIB,Barcelona,8038.0,12.0
1379,22-23,240 ETSEIB,Barcelona,8041.0,19.0
1380,22-23,240 ETSEIB,Barcelona,8042.0,11.0
1381,22-23,240 ETSEIB,Barcelona,8084.0,1.0
1382,22-23,240 ETSEIB,Barcelona,8150.0,1.0
1383,22-23,240 ETSEIB,Barcelona,8184.0,1.0
1384,22-23,240 ETSEIB,Barcelona,8195.0,1.0
1385,22-23,240 ETSEIB,Barcelona,8208.0,1.0
1386,22-23,240 ETSEIB,Barcelona,8302.0,1.0
1387,22-23,240 ETSEIB,Barcelona,8720.0,1.0
1388,22-23,240 ETSEIB,Barcelona,8901.0,3.0
1389,22-23,240 ETSEIB,Barcelona,8903.0,1.0
1390,22-23,240 ETSEIB,Barcelona,8904.0,1.0
1391,22-23,240 ETSEIB,Barcelona,8906.0,1.0
1392,22-23,240 ETSEIB,Barcelona,8911.0,1.0
1393,22-23,240 ETSEIB,Barcelona,8924.0,1.0
1394,22-23,240 ETSEIB,Barcelona,8928.0,1.0
1395,22-23,240 ETSEIB,Barcelona,8930.0,1.0
1396,22-23,240 ETSEIB,Barcelona,8950.0,2.0
1397,22-23,240 ETSEIB,Barcelona,8980.0,1.0
1398,22-23,240 ETSEIB,Barcelona,17730.0,1.0
1399,22-23,240 ETSEIB,Barcelona,27600.0,1.0
1400,22-23,240 ETSEIB,Barcelona,29016.0,1.0
1401,22-23,240 ETSEIB,Barcelona,43202.0,1.0
1402,22-23,240 ETSEIB,Begues,8859.0,4.0
1403,22-23,240 ETSEIB,Benigànim,46830.0,1.0
1404,22-23,240 ETSEIB,Blanes,17300.0,4.0
1405,22-23,240 ETSEIB,Breda,17400.0,3.0
1406,22-23,240 ETSEIB,Cabrera de,8349.0,3.0
1407,22-23,240 ETSEIB,Cabrils,8348.0,7.0
1408,22-23,240 ETSEIB,Calafell,43820.0,1.0
1409,22-23,240 ETSEIB,Caldes de ,8140.0,12.0
1410,22-23,240 ETSEIB,Caldes d'E,8393.0,1.0
1411,22-23,240 ETSEIB,Calella,8370.0,8.0
1412,22-23,240 ETSEIB,Calldetene,8506.0,1.0
1413,22-23,240 ETSEIB,Calonge,17252.0,1.0
1414,22-23,240 ETSEIB,Camarles,43894.0,1.0
1415,22-23,240 ETSEIB,Cambrils,43850.0,5.0
1416,22-23,240 ETSEIB,Canet de M,8360.0,2.0
1417,22-23,240 ETSEIB,Cardedeu,8440.0,6.0
1418,22-23,240 ETSEIB,Castellar ,8211.0,2.0
1419,22-23,240 ETSEIB,Castellbis,8755.0,6.0
1420,22-23,240 ETSEIB,Castelldef,8860.0,26.0
1421,22-23,240 ETSEIB,Castellfol,8283.0,1.0
1422,22-23,240 ETSEIB,Castellón ,12100.0,1.0
1423,22-23,240 ETSEIB,Castell-Pl,17250.0,1.0
1424,22-23,240 ETSEIB,Castellví ,8769.0,1.0
1425,22-23,240 ETSEIB,Centelles,8540.0,5.0
1426,22-23,240 ETSEIB,Cerdanyola,8193.0,5.0
1427,22-23,240 ETSEIB,Cerdanyola,8290.0,12.0
1428,22-23,240 ETSEIB,Cervelló,8758.0,2.0
1429,22-23,240 ETSEIB,Ciutadella,7760.0,1.0
1430,22-23,240 ETSEIB,Collbató,8293.0,1.0
1431,22-23,240 ETSEIB,Corbera de,8757.0,2.0
1432,22-23,240 ETSEIB,Cornellà d,8940.0,31.0
1433,22-23,240 ETSEIB,Cornudella,43360.0,1.0
1434,22-23,240 ETSEIB,Cubelles,8880.0,4.0
1435,22-23,240 ETSEIB,Cunit,43881.0,2.0
1436,22-23,240 ETSEIB,Donostia,20009.0,1.0
1437,22-23,240 ETSEIB,Dosrius,8319.0,1.0
1438,22-23,240 ETSEIB,Eivissa,7800.0,2.0
1439,22-23,240 ETSEIB,El Catllar,43764.0,1.0
1440,22-23,240 ETSEIB,El Masnou,8320.0,23.0
1441,22-23,240 ETSEIB,El Morell,43760.0,1.0
1442,22-23,240 ETSEIB,El Pont de,25520.0,2.0
1443,22-23,240 ETSEIB,El Prat de,8110.0,1.0
1444,22-23,240 ETSEIB,El Prat de,8820.0,13.0
1445,22-23,240 ETSEIB,El Vendrel,43700.0,1.0
1446,22-23,240 ETSEIB,Esparregue,8292.0,10.0
1447,22-23,240 ETSEIB,Esplugues ,8950.0,41.0
1448,22-23,240 ETSEIB,"Esquirol, ",8511.0,1.0
1449,22-23,240 ETSEIB,Estella-Li,31200.0,1.0
1450,22-23,240 ETSEIB,Felanitx,7200.0,1.0
1451,22-23,240 ETSEIB,Ferreries,7750.0,2.0
1452,22-23,240 ETSEIB,Figueres,17600.0,1.0
1453,22-23,240 ETSEIB,Fontcobert,17833.0,1.0
1454,22-23,240 ETSEIB,Font-rubí,8736.0,2.0
1455,22-23,240 ETSEIB,Fornells d,17458.0,1.0
1456,22-23,240 ETSEIB,Franqueses,8520.0,10.0
1457,22-23,240 ETSEIB,Franqueses,8521.0,1.0
1458,22-23,240 ETSEIB,Gandia,46702.0,1.0
1459,22-23,240 ETSEIB,Garrigàs,17476.0,1.0
1460,22-23,240 ETSEIB,Gavà,8850.0,18.0
1461,22-23,240 ETSEIB,Gelida,8790.0,2.0
1462,22-23,240 ETSEIB,Girona,17002.0,3.0
1463,22-23,240 ETSEIB,Girona,17003.0,7.0
1464,22-23,240 ETSEIB,Girona,17004.0,4.0
1465,22-23,240 ETSEIB,Girona,17005.0,2.0
1466,22-23,240 ETSEIB,Girona,17007.0,3.0
1467,22-23,240 ETSEIB,Girona,17458.0,1.0
1468,22-23,240 ETSEIB,Granollers,8401.0,11.0
1469,22-23,240 ETSEIB,Granollers,8402.0,14.0
1470,22-23,240 ETSEIB,Granollers,8403.0,3.0
1471,22-23,240 ETSEIB,Gualba,8474.0,1.0
1472,22-23,240 ETSEIB,Gurb,8503.0,2.0
1473,22-23,240 ETSEIB,Hospitalet,8028.0,3.0
1474,22-23,240 ETSEIB,Hospitalet,8901.0,16.0
1475,22-23,240 ETSEIB,Hospitalet,8902.0,19.0
1476,22-23,240 ETSEIB,Hospitalet,8903.0,17.0
1477,22-23,240 ETSEIB,Hospitalet,8904.0,10.0
1478,22-23,240 ETSEIB,Hospitalet,8905.0,9.0
1479,22-23,240 ETSEIB,Hospitalet,8906.0,11.0
1480,22-23,240 ETSEIB,Hospitalet,8907.0,6.0
1481,22-23,240 ETSEIB,Hostalets ,8781.0,2.0
1482,22-23,240 ETSEIB,Hostalets ,13124.0,1.0
1483,22-23,240 ETSEIB,Igualada,8700.0,23.0
1484,22-23,240 ETSEIB,La Canonja,43110.0,1.0
1485,22-23,240 ETSEIB,La Garriga,8530.0,15.0
1486,22-23,240 ETSEIB,La Palma d,8756.0,1.0
1487,22-23,240 ETSEIB,La Pobla d,43761.0,1.0
1488,22-23,240 ETSEIB,La Roca de,8430.0,3.0
1489,22-23,240 ETSEIB,La Torre d,8789.0,1.0
1490,22-23,240 ETSEIB,L'Aleixar,43381.0,2.0
1491,22-23,240 ETSEIB,Linyola,25240.0,1.0
1492,22-23,240 ETSEIB,Llançà,17490.0,1.0
1493,22-23,240 ETSEIB,Lleida,25003.0,1.0
1494,22-23,240 ETSEIB,Lleida,25004.0,1.0
1495,22-23,240 ETSEIB,Lleida,25006.0,1.0
1496,22-23,240 ETSEIB,Lliçà d'Am,8186.0,5.0
1497,22-23,240 ETSEIB,Lliçà de V,8185.0,3.0
1498,22-23,240 ETSEIB,Llinars de,8450.0,2.0
1499,22-23,240 ETSEIB,Lloret de ,17310.0,2.0
1500,22-23,240 ETSEIB,Logroño,26002.0,1.0
1501,22-23,240 ETSEIB,Logroño,26003.0,1.0
1502,22-23,240 ETSEIB,Maçanet de,17412.0,1.0
1503,22-23,240 ETSEIB,Madrid,28030.0,1.0
1504,22-23,240 ETSEIB,Malgrat de,8380.0,2.0
1505,22-23,240 ETSEIB,Malla,8522.0,1.0
1506,22-23,240 ETSEIB,Manresa,8240.0,2.0
1507,22-23,240 ETSEIB,Manresa,8241.0,1.0
1508,22-23,240 ETSEIB,Manresa,8242.0,5.0
1509,22-23,240 ETSEIB,Manresa,8243.0,2.0
1510,22-23,240 ETSEIB,Marganell,8296.0,2.0
1511,22-23,240 ETSEIB,Marratxí,7141.0,1.0
1512,22-23,240 ETSEIB,Martorell,8760.0,11.0
1513,22-23,240 ETSEIB,Martorelle,8107.0,5.0
1514,22-23,240 ETSEIB,Masies de ,8508.0,1.0
1515,22-23,240 ETSEIB,Maspujols,43381.0,1.0
1516,22-23,240 ETSEIB,Masquefa,8783.0,1.0
1517,22-23,240 ETSEIB,Matadepera,8230.0,2.0
1518,22-23,240 ETSEIB,Mataró,8301.0,8.0
1519,22-23,240 ETSEIB,Mataró,8302.0,12.0
1520,22-23,240 ETSEIB,Mataró,8303.0,8.0
1521,22-23,240 ETSEIB,Mataró,8304.0,7.0
1522,22-23,240 ETSEIB,Menàrguens,25139.0,1.0
1523,22-23,240 ETSEIB,Moià,8180.0,4.0
1524,22-23,240 ETSEIB,Molins de ,8750.0,8.0
1525,22-23,240 ETSEIB,Mollet del,8100.0,22.0
1526,22-23,240 ETSEIB,Monistrol ,8691.0,1.0
1527,22-23,240 ETSEIB,Montcada i,8110.0,7.0
1528,22-23,240 ETSEIB,Montgat,8390.0,10.0
1529,22-23,240 ETSEIB,Montmeló,8160.0,3.0
1530,22-23,240 ETSEIB,Montornès ,8170.0,2.0
1531,22-23,240 ETSEIB,Móra d'Ebr,43740.0,3.0
1532,22-23,240 ETSEIB,Muntanyola,8529.0,1.0
1533,22-23,240 ETSEIB,Navarcles,8270.0,3.0
1534,22-23,240 ETSEIB,Òdena,8711.0,3.0
1535,22-23,240 ETSEIB,Olèrdola,8734.0,1.0
1536,22-23,240 ETSEIB,Olesa de M,8640.0,11.0
1537,22-23,240 ETSEIB,Olot,17800.0,3.0
1538,22-23,240 ETSEIB,Orís,8573.0,1.0
1539,22-23,240 ETSEIB,Oviedo,33011.0,1.0
1540,22-23,240 ETSEIB,Pacs del P,8796.0,1.0
1541,22-23,240 ETSEIB,Palafolls,8389.0,1.0
1542,22-23,240 ETSEIB,Palafrugel,17200.0,1.0
1543,22-23,240 ETSEIB,Palau-soli,8184.0,1.0
1544,22-23,240 ETSEIB,Pallejà,8735.0,1.0
1545,22-23,240 ETSEIB,Pallejà,8753.0,1.0
1546,22-23,240 ETSEIB,Pallejà,8780.0,4.0
1547,22-23,240 ETSEIB,Palma de M,7005.0,1.0
1548,22-23,240 ETSEIB,Palma de M,7014.0,1.0
1549,22-23,240 ETSEIB,Parets del,8150.0,4.0
1550,22-23,240 ETSEIB,Peralada,17491.0,1.0
1551,22-23,240 ETSEIB,Piélagos,39478.0,1.0
1552,22-23,240 ETSEIB,Piera,8784.0,2.0
1553,22-23,240 ETSEIB,Pineda de ,8397.0,4.0
1554,22-23,240 ETSEIB,Pozuelo de,28223.0,1.0
1555,22-23,240 ETSEIB,Premià de ,8330.0,9.0
1556,22-23,240 ETSEIB,Premià de ,8338.0,16.0
1557,22-23,240 ETSEIB,Prullans,25727.0,1.0
1558,22-23,240 ETSEIB,Quart,17242.0,1.0
1559,22-23,240 ETSEIB,Reus,43201.0,1.0
1560,22-23,240 ETSEIB,Reus,43202.0,3.0
1561,22-23,240 ETSEIB,Reus,43203.0,2.0
1562,22-23,240 ETSEIB,Reus,43204.0,1.0
1563,22-23,240 ETSEIB,Riells i V,17404.0,1.0
1564,22-23,240 ETSEIB,Ripoll,17500.0,1.0
1565,22-23,240 ETSEIB,Ripollet,8291.0,5.0
1566,22-23,240 ETSEIB,Rodonyà,43812.0,1.0
1567,22-23,240 ETSEIB,Roses,17480.0,1.0
1568,22-23,240 ETSEIB,Rubí,8191.0,3.0
1569,22-23,240 ETSEIB,Sabadell,8201.0,4.0
1570,22-23,240 ETSEIB,Sabadell,8202.0,7.0
1571,22-23,240 ETSEIB,Sabadell,8203.0,2.0
1572,22-23,240 ETSEIB,Sabadell,8204.0,1.0
1573,22-23,240 ETSEIB,Sabadell,8205.0,1.0
1574,22-23,240 ETSEIB,Sabadell,8206.0,4.0
1575,22-23,240 ETSEIB,Sabadell,8207.0,2.0
1576,22-23,240 ETSEIB,Sabadell,8208.0,1.0
1577,22-23,240 ETSEIB,Sallent,8650.0,1.0
1578,22-23,240 ETSEIB,Salt,17190.0,1.0
1579,22-23,240 ETSEIB,San Cristó,38208.0,1.0
1580,22-23,240 ETSEIB,Sant Adrià,8930.0,3.0
1581,22-23,240 ETSEIB,Sant Andre,8392.0,9.0
1582,22-23,240 ETSEIB,Sant Andre,8740.0,5.0
1583,22-23,240 ETSEIB,Sant Anton,8459.0,2.0
1584,22-23,240 ETSEIB,Sant Boi d,8830.0,21.0
1585,22-23,240 ETSEIB,Sant Celon,8470.0,1.0
1586,22-23,240 ETSEIB,Sant Clime,8849.0,4.0
1587,22-23,240 ETSEIB,Sant Cugat,8172.0,45.0
1588,22-23,240 ETSEIB,Sant Cugat,8173.0,63.0
1589,22-23,240 ETSEIB,Sant Cugat,8174.0,3.0
1590,22-23,240 ETSEIB,Sant Cugat,8192.0,1.0
1591,22-23,240 ETSEIB,Sant Cugat,8195.0,31.0
1592,22-23,240 ETSEIB,Sant Cugat,8196.0,2.0
1593,22-23,240 ETSEIB,Sant Cugat,8197.0,16.0
1594,22-23,240 ETSEIB,Sant Cugat,8198.0,3.0
